ModelName,Dataset,Detail,precision,recall,hit,ndcg,mrr
FOMeLU,book-crossing,embedding_size(8);train_batch_size(8);lr(0.0001);,0.6444,0.6444,1.0,0.671,0.8506
FOMeLU,book-crossing,embedding_size(8);train_batch_size(8);lr(0.001);,0.6444,0.6444,1.0,0.671,0.8506
FOMeLU,book-crossing,embedding_size(8);train_batch_size(8);lr(0.01);,0.6444,0.6444,1.0,0.671,0.8506
FOMeLU,book-crossing,embedding_size(8);train_batch_size(8);lr(0.05);,0.6444,0.6444,1.0,0.671,0.8506
FOMeLU,book-crossing,embedding_size(8);train_batch_size(8);lr(0.1);,0.6444,0.6444,1.0,0.671,0.8506
FOMeLU,book-crossing,embedding_size(8);train_batch_size(8);lr(0.2);,0.6444,0.6444,1.0,0.671,0.8506
FOMeLU,book-crossing,embedding_size(8);train_batch_size(8);lr(0.5);,0.6444,0.6444,1.0,0.671,0.8506
FOMeLU,book-crossing,embedding_size(8);train_batch_size(8);lr(1.0);,0.6444,0.6444,1.0,0.671,0.8506
