ModelName,Dataset,Detail,mae,precision,recall,hit,ndcg,mrr
FOMeLU,ml-100k,local_lr(5e-06);lr(5e-05);,1.0382,0.4897,0.4897,0.9655,0.4965,0.7098
FOMeLU,ml-100k,local_lr(5e-06);lr(0.005);,1.0382,0.4897,0.4897,0.9655,0.4965,0.7098
FOMeLU,ml-100k,local_lr(5e-06);lr(0.05);,1.0382,0.4897,0.4897,0.9655,0.4965,0.7098
FOMeLU,ml-100k,local_lr(0.0005);lr(5e-05);,1.0382,0.4897,0.4897,0.9655,0.4965,0.7098
FOMeLU,ml-100k,local_lr(0.0005);lr(0.005);,1.0382,0.4897,0.4897,0.9655,0.4965,0.7098
FOMeLU,ml-100k,local_lr(0.0005);lr(0.05);,1.0382,0.4897,0.4897,0.9655,0.4965,0.7098
FOMeLU,ml-100k,local_lr(0.005);lr(5e-05);,1.0382,0.4897,0.4897,0.9655,0.4965,0.7098
FOMeLU,ml-100k,local_lr(0.005);lr(0.005);,1.0382,0.4897,0.4897,0.9655,0.4965,0.7098
FOMeLU,ml-100k,local_lr(0.005);lr(0.05);,1.0382,0.4897,0.4897,0.9655,0.4965,0.7098
