ModelName,Dataset,Detail,precision,recall,hit,ndcg,mrr
TaNP,book-crossing,embedding(8);,0.6413,0.6413,1.0,0.6621,0.8343
TaNP,book-crossing,embedding(16);,0.6413,0.6413,1.0,0.6621,0.8343
TaNP,book-crossing,embedding(32);,0.6413,0.6413,1.0,0.6621,0.8343
TaNP,book-crossing,embedding(64);,0.6413,0.6413,1.0,0.6621,0.8343
TaNP,book-crossing,embedding(128);,0.6413,0.6413,1.0,0.6621,0.8343
TaNP,book-crossing,embedding(256);,0.6413,0.6413,1.0,0.6621,0.8343
