ModelName,Dataset,Detail,precision,recall,hit,ndcg,mrr
NLBA,ml-1m-CTR,lr(0.0001);,0.7054,0.7054,1.0,0.7356,0.8836
NLBA,ml-1m-CTR,lr(0.001);,0.7112,0.7112,1.0,0.7423,0.8895
NLBA,ml-1m-CTR,lr(0.005);,0.7112,0.7112,1.0,0.7423,0.8895
NLBA,ml-1m-CTR,lr(0.01);,0.7112,0.7112,1.0,0.7423,0.8895
NLBA,ml-1m-CTR,lr(0.02);,0.7112,0.7112,1.0,0.7423,0.8895
NLBA,ml-1m-CTR,lr(0.05);,0.7112,0.7112,1.0,0.7423,0.8895
NLBA,ml-1m-CTR,lr(0.1);,0.7112,0.7112,1.0,0.7423,0.8895
NLBA,ml-1m-CTR,lr(0.2);,0.7112,0.7112,1.0,0.7423,0.8895
