ModelName,Dataset,Detail,precision,recall,hit,ndcg,mrr
MWUF,ml-100k-CTR,embedding(256);train_batch_size(8);warmLossLr(0.1);indexEmbDim(64);,0.6517,0.5535,0.9483,0.7139,0.8391
